PlayerID,Jersey,FirstName,LastName,College,Age,Experience,Height,Weight,TeamID,Prestige,SignedBy,SignedSeason,StarRating,Injury,InjuryLength,Position,PlayerFlags,Transfer,Alt Position,Team,Redshirt,RedshirtYear,HomeState,Awards,Strength,Agility,Arm,Speed,Hands,Intelligence,Accuracy,Run Blocking,Pass Blocking,Tackling,Endurance,Kick Distance,Kick Accuracy,Overall
559,91,DT,FILLER,Kings College London,25,2,77,311,32,70,32,1985,3,,,DT,None,True,DT,UCLA,False,0,NC,Won 1985 Pacific 10 Conference Championship,36,30,1,45,24,41,1,1,1,42,65,1,1,49
560,92,DT,FILLER,Kings College London,25,2,74,303,7,60,0,0,3,,,DT,None,False,DT,KCL,False,0,FL,,35,30,1,45,24,40,1,1,1,42,66,1,1,48
561,99,Lee,Williams,Kings College London,21,4,78,269,0,0,0,0,3,,,DE,None,False,DE,KCL,True,1983,MA,,76,63,1,72,39,43,1,1,1,50,65,1,1,82
562,79,Ross,Browner,Kings College London,29,3,75,262,0,0,0,0,4,,,DE,None,False,DE,KCL,False,0,CO,,71,65,1,65,23,58,1,1,1,61,62,1,1,82
563,61,Pete,Koch,Kings College London,22,3,78,270,7,60,0,0,3,Hyper Extended Knee,,DE,None,False,DE,KCL,False,0,TX,,60,56,1,63,30,49,1,1,1,56,62,1,1,75
564,66,Kerwin,Waldroup,Kings College London,20,4,75,260,7,60,0,0,4,,,DE,None,False,DE,KCL,True,1982,IA,,60,59,1,57,29,60,1,1,1,66,55,1,1,76
565,93,Earl,Wilson,Kings College London,26,3,76,276,7,60,0,0,3,,,DE,None,False,DE,KCL,True,1983,MO,,65,47,1,50,31,41,1,1,1,52,51,1,1,66
566,95,DE,FILLER,Kings College London,25,2,76,253,7,60,0,0,3,,,DE,None,False,DE,KCL,True,1984,AZ,,35,30,1,45,24,40,1,1,1,42,66,1,1,53
567,97,DE,FILLER,Kings College London,25,2,74,247,30,69,30,1985,3,,,DE,None,True,DE,MICH,True,1984,AZ,,35,30,1,45,25,41,1,1,1,42,65,1,1,53
568,96,DE,FILLER,Kings College London,25,2,75,248,7,60,0,0,3,,,DE,None,False,DE,KCL,True,1983,AR,,35,30,1,46,24,42,1,1,1,41,66,1,1,53
569,50,Tom,Cousineau,Kings College London,26,4,75,225,0,0,0,0,4,,,LB,None,False,LB,KCL,True,1980,DC,,76,72,1,77,43,56,1,1,1,66,82,1,1,83
570,53,Leo,Barker,Kings College London,25,3,74,226,7,60,0,0,3,,,LB,None,False,LB,KCL,False,0,FL,,60,71,1,72,36,49,1,1,1,67,66,1,1,76
571,59,John,Rade,Kings College London,24,3,73,232,7,60,0,0,3,,,LB,None,False,LB,KCL,False,0,CA,,66,64,1,70,36,53,1,1,1,65,74,1,1,76
572,50,Dan,Cody,Kings College London,22,3,77,255,7,60,0,0,4,Migraine,Probable,LB,None,False,LB,KCL,True,1983,WA,,60,63,1,68,29,49,1,1,1,68,68,1,1,74
573,54,Pete,Cronan,Kings College London,29,2,74,238,7,60,0,0,3,,,LB,None,False,LB,KCL,False,0,MS,,55,55,1,65,37,45,1,1,1,57,69,1,1,66
576,55,Jim,Fahnhorst,Kings College London,26,4,76,230,7,60,0,0,3,,,LB,None,False,LB,KCL,True,1983,WA,,60,71,1,56,32,53,1,1,1,74,78,1,1,76
577,55,LB,FILLER,Kings College London,25,2,75,233,33,65,33,1985,3,,,LB,None,True,LB,VA,False,0,IA,,35,46,1,45,31,44,1,1,1,43,65,1,1,48
578,56,LB,FILLER,Kings College London,25,2,74,224,7,60,0,0,3,,,LB,None,False,LB,KCL,False,0,CA,,36,46,1,45,30,45,1,1,1,45,68,1,1,49
579,21,Leslie,Frazier,Kings College London,24,3,72,189,0,0,0,0,3,,,CB,None,False,CB,KCL,False,0,IN,,51,69,1,86,44,46,1,1,1,48,67,1,1,80
580,41,Fulton,Walker,Kings College London,25,3,70,193,0,0,0,0,3,,,CB,None,False,CB,KCL,False,0,AZ,,36,71,1,79,44,56,1,1,1,45,70,1,1,76
581,42,Ricky,Easmon,Kings College London,21,3,70,158,7,60,0,0,3,Tight Hamstring,,CB,None,False,CB,KCL,False,0,TN,,40,73,1,74,53,56,1,1,1,38,76,1,1,76
582,46,Jeremiah,Castille,Kings College London,23,3,70,175,7,60,0,0,3,,,CB,None,False,CB,KCL,False,0,IL,,53,77,1,70,49,55,1,1,1,36,76,1,1,75
583,31,Carl,Howard,Kings College London,23,3,74,188,7,60,0,0,3,,,CB,None,False,CB,KCL,False,0,CA,,35,73,1,64,46,55,1,1,1,39,71,1,1,70
584,29,CB,FILLER,Kings College London,25,2,71,184,12,60,12,1985,3,,,CB,None,True,CB,KY,True,1984,NJ,,34,45,1,45,33,49,1,1,1,36,65,1,1,49
585,32,Gary,Hayes,Kings College London,27,3,70,180,7,60,0,0,3,Pinched Nerve,,SS,None,False,SS,KCL,False,0,FL,,54,64,1,83,43,40,1,1,1,61,80,1,1,78
586,48,Kenny,Hill,Kings College London,26,3,72,194,7,60,0,0,3,Patella Tendinitis,,SS,None,False,SS,KCL,False,0,IL,,49,66,1,73,45,54,1,1,1,66,83,1,1,75
587,26,A.J.,Greene,Kings College London,22,2,68,167,7,60,0,0,4,Fractured Cheekbone,,SS,None,False,SS,KCL,True,1983,WA,,47,69,1,63,53,41,1,1,1,48,71,1,1,69
588,32,SS,FILLER,Kings College London,25,1,73,205,7,60,0,0,3,,,SS,None,False,SS,KCL,False,0,GA,,34,46,1,45,36,45,1,1,1,35,65,1,1,48
589,23,Benny,Perrin,Kings College London,24,4,74,178,0,0,0,0,4,,,FS,None,False,FS,KCL,True,1981,TN,,40,78,1,78,61,61,1,1,1,64,83,1,1,83
590,46,Anthony,Tuggle,Kings College London,20,3,73,211,0,0,0,0,3,,,FS,None,False,FS,KCL,False,0,FL,,51,76,1,71,49,56,1,1,1,56,66,1,1,76
591,29,Nate,Salley,Kings College London,19,2,75,220,7,60,0,0,3,Bruised Jaw,Probable,FS,None,False,FS,KCL,False,0,GA,,48,63,1,64,41,57,1,1,1,51,66,1,1,66
592,33,FS,FILLER,Kings College London,25,1,69,196,7,60,0,0,3,,,FS,None,False,FS,KCL,True,1984,LA,,34,46,1,45,35,45,1,1,1,35,65,1,1,48
593,45,K,FILLER,Kings College London,25,1,71,199,7,60,0,0,3,,,K,None,False,K,KCL,True,1984,CA,,4,45,30,39,28,45,1,1,1,1,65,55,56,53
594,3,Jim,Breech,Kings College London,28,3,66,161,7,60,0,0,3,,,K,None,False,K,KCL,True,1982,FL,,22,29,11,35,12,51,1,1,1,8,74,65,80,67
595,1,Ralph,Giacomarro,Kings College London,23,3,73,190,7,60,0,0,3,,,P,None,False,P,KCL,True,1982,TX,,29,38,18,43,9,42,1,1,1,19,89,79,61,67
596,13,P,FILLER,Kings College London,25,1,73,194,7,60,0,0,3,,,P,None,False,P,KCL,False,0,MT,,4,45,30,38,28,45,1,1,1,1,67,55,55,52
597,7,John,Elway,Iowa,23,4,75,215,0,0,0,0,5,,,QB,RunningQB,False,QB,IOWA,True,1981,AL,,59,81,90,68,22,92,94,1,1,31,85,1,5,98
598,14,Todd,Blackledge,Iowa,22,3,75,225,0,0,0,0,3,,,QB,None,False,QB,IOWA,False,0,LA,,51,50,69,57,13,68,79,1,1,6,80,1,1,74
599,8,Donald,Hollas,Iowa,21,1,75,215,8,60,0,0,4,Sprained Wrist,,QB,None,False,QB,IOWA,False,0,TN,,50,57,64,51,5,69,62,1,1,10,71,1,1,65
600,2,QB,FILLER,Iowa,25,2,77,218,8,60,0,0,3,,,QB,None,False,QB,IOWA,False,0,DC,,40,45,51,47,30,45,51,1,1,3,66,1,1,48
601,26,Kimble,Anders,Iowa,22,2,71,225,8,60,0,0,4,,,RB,None,False,RB,IOWA,True,1983,MI,,53,76,12,85,56,59,20,23,27,26,66,1,1,79
602,22,Detron,Smith,Iowa,20,4,70,229,8,60,0,0,4,,,RB,None,False,RB,IOWA,True,1983,AR,,57,70,7,80,44,46,10,28,17,23,64,1,1,72
603,26,Mike,Archie,Iowa,22,4,68,205,8,60,0,0,4,,,RB,None,False,RB,IOWA,True,1983,FL,,59,68,15,75,55,55,15,22,28,28,75,1,1,74
604,29,Mike,Guman,Iowa,25,3,74,216,0,0,0,0,3,,,RB,None,False,RB,IOWA,False,0,FL,,61,77,10,75,54,47,8,18,33,19,82,1,1,76
606,43,Jerris,McPhail,Iowa,22,3,71,198,8,60,0,0,4,,,RB,None,False,RB,IOWA,False,0,TX,,48,76,10,64,55,41,5,29,22,22,69,1,1,68
607,40,Hokie,Gajan,Iowa,25,4,71,220,8,60,0,0,3,,,FB,None,False,FB,IOWA,True,1981,NC,,62,55,1,67,50,57,1,59,39,33,68,1,1,73
608,45,FB,FILLER,Iowa,25,1,71,199,8,60,0,0,3,,,FB,None,False,FB,IOWA,False,0,AZ,,35,45,10,45,30,45,5,25,25,5,65,1,1,40
609,81,Mike,Mularkey,Iowa,22,4,76,245,0,0,0,0,3,,,TE,None,False,TE,IOWA,True,1980,WA,,54,64,1,77,71,48,1,49,39,38,79,1,1,82
611,86,Johnny,McWilliams,Iowa,22,4,76,271,8,60,0,0,4,Bruised Cheekbone,Questionable,TE,None,False,TE,IOWA,True,1983,OK,,51,60,1,65,70,56,1,31,39,29,70,1,1,77
612,49,Allama,Matthews,Iowa,23,3,75,230,8,60,0,0,3,Stiff Neck,,TE,None,False,TE,IOWA,False,0,CA,,44,57,1,58,70,41,1,45,28,39,73,1,1,71
613,88,Herman,Moore,Iowa,19,2,76,210,8,60,0,0,4,,,WR,None,False,WR,IOWA,True,1983,FL,,33,81,1,85,85,62,1,34,27,25,93,5,1,85
614,82,Bobby,Duckworth,Iowa,25,3,75,198,0,0,0,0,3,,,WR,None,False,WR,IOWA,False,0,LA,,31,76,1,79,70,52,1,14,16,19,73,1,1,74
615,80,Wesley,Carroll,Iowa,21,2,72,183,8,60,0,0,4,,,WR,None,False,WR,IOWA,True,1983,TX,,36,71,1,75,72,44,1,24,7,30,73,1,1,72
616,84,James,Roe,Iowa,21,4,73,187,8,60,0,0,3,Tight Hamstring,,WR,None,False,WR,IOWA,True,1982,GA,,38,74,1,74,77,55,1,15,11,23,79,1,1,74
617,81,Mitchell,Brookins,Iowa,24,3,71,196,8,60,0,0,3,Sprained Ankle,Out (4-6 weeks),WR,None,False,WR,IOWA,False,0,AR,,33,78,1,70,75,43,1,16,8,15,66,1,1,71
618,83,Jim,Smith,Iowa,29,3,74,205,8,60,0,0,3,,,WR,None,False,WR,IOWA,False,0,IN,,45,74,1,68,67,48,1,26,14,34,72,1,1,69
619,86,Mike,Akiu,Iowa,22,2,69,182,8,60,0,0,3,,,WR,None,False,WR,IOWA,False,0,VA,,26,78,1,63,64,49,1,23,3,22,76,1,1,65
622,88,WR,FILLER,Iowa,25,1,76,208,31,65,31,1985,3,,,WR,None,True,WR,FLST,False,0,CA,,35,47,1,45,45,35,1,15,15,5,68,3,1,43
625,45,G,FILLER,Iowa,25,2,71,199,8,60,0,0,3,,,G,None,False,G,IOWA,False,0,MA,,45,42,1,45,10,45,1,46,46,30,68,1,1,47
626,60,G,FILLER,Iowa,25,1,77,300,13,69,13,1985,3,,,G,None,True,G,NEB,False,0,WI,,45,40,1,46,10,46,1,46,46,30,66,1,1,47
627,66,Emil,Boures,Iowa,24,3,73,259,8,60,0,0,3,,,G,None,False,G,IOWA,False,0,TX,,72,46,1,42,4,58,1,72,66,28,71,1,1,71
628,65,Jon,Melander,Iowa,22,2,79,280,8,60,0,0,5,,,G,None,False,G,IOWA,True,1983,IL,,78,42,1,38,7,58,1,77,67,39,63,1,1,73
629,67,Ron,Essink,Iowa,26,4,78,260,8,60,0,0,3,,,T,None,False,T,IOWA,True,1981,GA,,73,47,1,57,19,63,1,84,58,46,63,1,1,72
630,68,Kelvin,Clark,Iowa,28,3,75,260,8,60,0,0,3,,,T,None,False,T,IOWA,False,0,TX,,67,40,1,50,13,60,1,65,62,31,66,1,1,67
631,63,Justin,Cross,Iowa,25,2,78,263,8,60,0,0,3,,,T,None,False,T,IOWA,False,0,DC,,75,40,1,46,9,50,1,62,53,31,51,1,1,60
632,67,T,FILLER,Iowa,25,1,78,300,16,71,16,1985,3,,,T,None,True,T,OHST,True,1984,GA,,45,41,1,46,10,45,1,45,45,30,66,1,1,47
633,68,T,FILLER,Iowa,25,2,76,291,8,60,0,0,3,,,T,None,False,T,IOWA,True,1984,IL,,45,40,1,46,10,45,1,45,47,30,66,1,1,48
634,73,Mark,May,Iowa,24,3,78,295,0,0,0,0,3,,,T,None,False,T,IOWA,False,0,IN,,79,42,1,39,7,71,1,73,75,35,55,1,1,77
636,70,C,FILLER,Iowa,25,1,76,291,8,60,0,0,3,,,C,None,False,C,IOWA,True,1984,LA,,45,40,1,46,10,45,1,45,46,30,65,1,1,48
637,54,Ben,Wilkerson,Iowa,21,3,76,297,8,60,0,0,3,,,C,None,False,C,IOWA,True,1982,TN,,65,48,1,43,12,52,1,73,53,34,68,1,1,68
638,73,Chris,Zorich,Iowa,19,2,73,278,8,60,0,0,5,,,DT,None,False,DT,IOWA,True,1983,FL,,77,54,1,75,30,50,1,1,1,60,66,1,1,82
639,68,Domata,Peko,Iowa,19,3,75,307,8,60,0,0,4,,,DT,None,False,DT,IOWA,True,1982,AZ,,67,55,1,62,29,57,1,1,1,63,71,1,1,78
641,65,Paul,Grasmanis,Iowa,20,4,75,298,8,60,0,0,4,,,DT,None,False,DT,IOWA,True,1983,IL,,81,52,1,53,29,54,1,1,1,52,60,1,1,78
642,79,Jon,Lewis,Iowa,19,3,73,305,4,71,4,1985,4,,,DT,None,True,DT,OK,True,1982,VA,,65,50,1,46,21,53,1,1,1,52,56,1,1,69
643,92,DT,FILLER,Iowa,25,2,74,303,21,70,21,1985,3,,,DT,None,True,DT,MIAFL,False,0,AL,,35,30,1,45,24,40,1,1,1,42,65,1,1,48
644,91,DT,FILLER,Iowa,25,1,77,311,8,60,0,0,3,,,DT,None,False,DT,IOWA,False,0,IL,,35,32,1,45,24,40,1,1,1,42,66,1,1,48
645,92,DT,FILLER,Iowa,25,1,74,303,8,60,0,0,3,,,DT,None,False,DT,IOWA,False,0,AL,,35,30,1,48,24,40,1,1,1,41,65,1,1,48
646,75,Mike,Jones,Iowa,19,2,76,290,8,60,0,0,5,,,DE,None,False,DE,IOWA,True,1983,SC,,80,65,1,70,44,43,1,1,1,59,74,1,1,86
648,79,Todd,Liebenstein,Iowa,24,3,78,253,8,60,0,0,3,,,DE,None,False,DE,IOWA,False,0,VA,,70,46,1,61,22,37,1,1,1,43,46,1,1,69
649,68,Mark,Anderson,Iowa,20,3,76,255,8,60,0,0,4,,,DE,None,False,DE,IOWA,True,1983,TX,,61,61,1,56,25,56,1,1,1,65,64,1,1,76
650,72,Stephen,Bowen,Iowa,19,2,77,300,8,60,0,0,3,,,DE,None,False,DE,IOWA,False,0,LA,,56,61,1,49,18,53,1,1,1,47,51,1,1,65
651,96,DE,FILLER,Iowa,25,1,75,248,7,60,7,1985,4,,,DE,None,True,DE,KCL,True,1984,NY,,35,30,1,45,24,41,1,1,1,41,66,1,1,53
652,97,DE,FILLER,Iowa,25,2,74,247,8,60,0,0,3,,,DE,None,False,DE,IOWA,True,1984,VA,,35,31,1,46,24,40,1,1,1,42,67,1,1,54
653,97,DE,FILLER,Iowa,25,2,74,247,8,60,0,0,3,,,DE,None,False,DE,IOWA,False,0,PA,,35,31,1,45,24,41,1,1,1,42,65,1,1,53
656,54,Scott,Ross,Iowa,20,2,73,235,8,60,0,0,4,Jammed Toe,,LB,None,False,LB,IOWA,True,1983,MD,,61,70,1,70,40,55,1,1,1,67,66,1,1,76
657,56,Torrance,Daniels,Iowa,22,3,75,248,8,60,0,0,4,Broken Nose,,LB,None,False,LB,IOWA,True,1983,AL,,52,68,1,66,38,54,1,1,1,60,73,1,1,70
658,59,Dixon,Edwards,Iowa,20,2,73,230,8,60,0,0,5,Turf Toe,,LB,None,False,LB,IOWA,True,1983,LA,,66,65,1,64,42,48,1,1,1,84,82,1,1,82
661,51,Brandon,Johnson,Iowa,20,2,77,220,8,60,0,0,4,,,LB,None,False,LB,IOWA,False,0,TX,,56,65,1,55,28,55,1,1,1,66,58,1,1,69
662,56,LB,FILLER,Iowa,25,1,74,224,1,54,1,1985,3,,,LB,None,True,LB,NAVY,True,1984,GA,Won 1985 Atlantic Coast Conference Championship,35,46,1,47,30,45,1,1,1,45,66,1,1,49
663,51,LB,FILLER,Iowa,25,2,72,223,8,60,0,0,3,,,LB,None,False,LB,IOWA,True,1984,KY,,36,46,1,45,30,45,1,1,1,45,65,1,1,49
664,38,Eugene,Daniel,Iowa,22,4,71,178,0,0,0,0,3,,,CB,None,False,CB,IOWA,True,1983,LA,,35,70,1,85,60,49,1,1,1,63,67,1,1,85
665,37,Dave,Edwards,Iowa,21,3,72,195,0,0,0,0,3,,,CB,None,False,CB,IOWA,False,0,NC,,28,64,1,78,53,39,1,1,1,42,74,1,1,73
666,27,Ron,Fellows,Iowa,26,3,72,178,8,60,0,0,3,Fatigue,,CB,None,False,CB,IOWA,False,0,FL,,31,64,1,75,45,58,1,1,1,37,71,1,1,70
667,32,Kevin,Dockery,Iowa,19,3,68,188,8,60,0,0,4,Jammed Toe,,CB,None,False,CB,IOWA,True,1983,VA,,36,72,1,70,48,53,1,1,1,44,66,1,1,73
668,25,Daniel,Hunter,Iowa,22,3,71,178,8,60,0,0,3,Broken Nose,,CB,None,False,CB,IOWA,False,0,CA,,34,62,1,64,41,49,1,1,1,45,59,1,1,66
669,27,CB,FILLER,Iowa,25,2,73,190,8,60,0,0,3,,,CB,None,False,CB,IOWA,True,1984,NY,,36,45,1,45,33,45,1,1,1,35,66,1,1,49
672,45,Robert,Sowell,Iowa,23,3,71,175,8,60,0,0,3,,,SS,None,False,SS,IOWA,False,0,FL,,44,59,1,64,45,47,1,1,1,61,72,1,1,67
673,31,SS,FILLER,Iowa,25,2,71,185,8,60,0,0,3,,,SS,None,False,SS,IOWA,True,1984,PA,,35,45,1,47,30,45,1,1,1,36,66,1,1,48
674,45,Donnie,Abraham,Iowa,21,4,70,190,8,60,0,0,4,,,FS,None,False,FS,IOWA,True,1983,UT,,49,75,1,77,52,54,1,1,1,54,77,1,1,79
675,26,Sammy,Walker,Iowa,19,2,71,203,8,60,0,0,4,,,FS,None,False,FS,IOWA,True,1983,NC,,40,68,1,71,51,52,1,1,1,47,73,1,1,72
676,40,Ryan,Stewart,Iowa,21,3,73,207,8,60,0,0,4,,,FS,None,False,FS,IOWA,False,0,FL,,52,62,1,67,42,52,1,1,1,45,74,1,1,67
677,33,FS,FILLER,Iowa,25,1,69,196,8,60,0,0,3,,,FS,None,False,FS,IOWA,True,1984,OH,,34,45,1,45,33,45,1,1,1,37,65,1,1,47
678,10,K,FILLER,Iowa,25,2,75,192,8,60,0,0,3,,,K,None,False,K,IOWA,True,1984,OH,,6,46,30,37,29,45,1,1,1,1,65,55,55,52
679,3,Rich,Karlis,Iowa,24,3,72,180,0,0,0,0,3,,,K,None,False,K,IOWA,False,0,AL,,25,34,19,35,15,65,1,1,1,11,81,77,85,78
680,8,Maury,Buford,Iowa,24,3,73,191,8,60,0,0,3,,,P,None,False,P,IOWA,False,0,IN,,27,45,6,43,7,52,1,1,1,18,81,69,75,69
681,45,P,FILLER,Iowa,25,2,71,199,8,60,0,0,3,,,P,None,False,P,IOWA,False,0,AL,,7,48,30,37,29,46,1,1,1,1,67,55,56,53
682,7,Boomer,Esiason,Northwestern,22,4,77,224,0,0,0,0,4,,,QB,None,False,QB,NWST,True,1980,FL,,50,69,90,70,28,80,87,1,1,13,93,1,3,91
683,19,Brodie,Croyle,Northwestern,20,3,74,205,9,55,0,0,4,Sprained Knee,Doubtful,QB,None,False,QB,NWST,True,1982,PA,,38,49,69,58,6,71,75,1,1,18,72,1,1,72
684,14,Frank,Reich,Northwestern,22,3,76,210,0,0,0,0,4,,,QB,None,False,QB,NWST,False,0,TX,,55,53,80,50,6,83,78,1,1,14,71,1,1,80
685,3,QB,FILLER,Northwestern,25,1,76,205,9,55,0,0,3,,,QB,None,False,QB,NWST,False,0,LA,,41,46,52,46,30,45,51,1,1,3,66,1,1,48
686,21,Buford,McGee,Northwestern,23,3,72,206,0,0,0,0,3,,,RB,None,False,RB,NWST,False,0,FL,,69,68,11,85,64,44,16,27,24,34,77,1,1,81
687,23,Sammy,Winder,Northwestern,24,4,71,203,0,0,0,0,4,,,RB,None,False,RB,NWST,True,1980,VA,,65,78,30,81,68,61,9,19,31,39,74,1,1,83
688,20,Cliff,Battles,Northwestern,19,3,73,195,9,55,0,0,4,Hernia,Doubtful,RB,None,False,RB,NWST,True,1983,OK,,70,65,1,75,70,65,1,46,45,50,80,1,1,80
689,32,Robert,Hardy,Northwestern,21,2,70,210,9,55,0,0,4,,,RB,None,False,RB,NWST,True,1983,AL,,48,73,18,72,60,40,16,22,15,27,62,1,1,70
690,48,Keith,Joseph,Northwestern,22,2,74,223,9,55,0,0,4,Severe Migraines,,RB,None,False,RB,NWST,True,1984,SC,,62,73,20,70,47,52,19,25,19,22,67,1,1,71
691,49,Brian,Milne,Northwestern,21,3,75,255,9,55,0,0,3,,,RB,None,False,RB,NWST,False,0,GA,,50,65,19,64,60,44,16,24,28,22,67,1,1,66
692,34,Robert,Staten,Northwestern,25,2,71,240,9,55,0,0,3,,,FB,None,False,FB,NWST,False,0,MS,,65,63,4,67,52,48,7,29,23,19,66,1,1,53
693,45,FB,FILLER,Northwestern,25,1,71,199,9,55,0,0,3,,,FB,None,False,FB,NWST,False,0,CA,,35,47,10,45,30,45,5,25,26,5,65,1,1,41
695,89,Jeff,King,Northwestern,20,3,77,250,9,55,0,0,4,,,TE,None,False,TE,NWST,True,1982,CA,,51,57,1,70,62,55,1,33,35,27,63,1,1,74
696,88,Derrick,Ramsey,Northwestern,28,4,76,230,9,55,0,0,3,,,TE,None,False,TE,NWST,True,1983,MA,,53,56,1,65,63,51,1,35,47,42,71,1,1,74
698,83,Andre,Reed,Northwestern,19,4,74,190,0,0,0,0,4,,,WR,None,False,WR,NWST,True,1983,OK,,38,87,1,87,88,66,1,33,17,37,91,5,1,89
699,87,Mike,Espy,Northwestern,21,2,72,195,9,55,0,0,4,Fractured Eye Socket,,WR,None,False,WR,NWST,False,0,FL,,36,61,1,78,76,52,1,19,17,13,69,1,1,72
700,87,Gerald,Carter,Northwestern,27,4,73,190,9,55,0,0,3,,,WR,None,False,WR,NWST,True,1983,MS,,47,70,1,76,67,49,1,22,16,31,80,1,1,73
701,83,Pat,Tilley,Northwestern,30,3,70,178,0,0,0,0,3,,,WR,None,False,WR,NWST,False,0,NE,,50,91,1,73,72,63,1,34,9,25,92,1,1,80
702,86,Charlie,Brown,Northwestern,26,4,70,182,9,55,0,0,3,Migraine,,WR,None,False,WR,NWST,True,1982,AL,,50,72,1,71,71,63,1,29,24,26,79,1,1,73
703,88,Freddie,Solomon,Northwestern,31,3,71,185,9,55,0,0,3,,,WR,None,False,WR,NWST,False,0,GA,,26,68,1,68,78,69,1,14,3,18,75,1,1,69
704,85,Kevin,Alexander,Northwestern,20,3,69,185,9,55,0,0,3,,,WR,None,False,WR,NWST,False,0,TX,,26,73,1,63,69,47,1,21,15,25,81,1,1,65
705,81,WR,FILLER,Northwestern,25,1,73,187,9,55,0,0,3,,,WR,None,False,WR,NWST,True,1984,MT,,35,48,1,45,45,36,1,15,15,5,66,3,1,43
706,88,WR,FILLER,Northwestern,25,1,76,208,31,65,31,1985,3,,,WR,None,True,WR,FLST,True,1984,WA,,35,47,1,46,45,35,1,15,16,5,68,3,1,44
707,88,WR,FILLER,Northwestern,25,1,76,208,9,55,0,0,3,,,WR,None,False,WR,NWST,False,0,SC,,36,45,1,46,45,35,1,15,15,5,65,3,1,43
708,65,Max,Montoya,Northwestern,27,3,77,282,0,0,0,0,3,,,G,None,False,G,NWST,False,0,NC,,86,55,1,54,15,64,1,74,82,46,57,3,1,80
709,68,Crawford,Ker,Northwestern,22,4,75,288,9,55,0,0,3,,,G,None,False,G,NWST,True,1982,GA,,78,43,1,47,15,57,1,78,62,34,65,1,1,74
710,60,G,FILLER,Northwestern,25,1,77,300,9,55,0,0,3,,,G,None,False,G,NWST,True,1984,TX,,45,40,1,45,11,46,1,46,45,30,66,1,1,46
711,64,G,FILLER,Northwestern,25,1,80,313,9,55,0,0,3,,,G,None,False,G,NWST,True,1984,CA,,46,40,1,46,10,45,1,47,45,30,65,1,1,47
712,79,Bruce,Collie,Northwestern,22,3,78,275,9,55,0,0,3,,,G,None,False,G,NWST,False,0,NJ,,84,50,1,44,20,60,1,68,60,37,69,1,1,71
713,66,Terry,Tausch,Northwestern,25,3,77,275,9,55,0,0,3,,,G,None,False,G,NWST,False,0,FL,,85,52,1,38,8,56,1,65,72,34,68,1,1,71
714,74,Dennis,Roland,Northwestern,20,3,81,322,9,55,0,0,4,,,T,None,False,T,NWST,True,1983,TX,,86,46,1,57,5,59,1,74,61,33,66,1,1,73
715,76,Matt,Herkenhoff,Northwestern,33,4,76,267,9,55,0,0,3,,,T,None,False,T,NWST,True,1982,FL,,68,42,1,49,19,59,1,82,70,43,68,1,1,74
716,66,Joe,Jacoby,Northwestern,24,3,79,305,0,0,0,0,4,,,T,None,False,T,NWST,False,0,NV,,76,59,1,45,10,76,3,82,70,43,79,1,1,79
717,68,T,FILLER,Northwestern,25,1,76,291,9,55,0,0,3,,,T,None,False,T,NWST,True,1984,KY,,45,41,1,45,12,45,1,45,49,30,65,1,1,49
718,68,T,FILLER,Northwestern,25,1,76,291,22,65,22,1985,3,,,T,None,True,T,TEXAM,True,1984,TX,,46,40,1,45,10,45,1,45,45,30,65,1,1,47
719,70,Frank,Omiyale,Northwestern,21,2,76,310,9,55,0,0,4,,,T,None,False,T,NWST,False,0,TX,,68,38,1,40,5,62,1,58,69,35,65,1,1,67
720,52,Kevin,Glover,Northwestern,20,3,74,278,0,0,0,0,3,,,C,None,False,C,NWST,False,0,KY,,72,60,1,54,13,64,1,76,78,47,73,1,1,81
721,69,C,FILLER,Northwestern,25,2,80,312,35,60,35,1985,3,,,C,None,True,C,WVA,True,1983,OR,,45,41,1,46,10,45,1,45,45,30,65,1,1,48
722,51,Michael,Cheever,Northwestern,21,3,76,293,9,55,0,0,4,Bruised Jaw,,C,None,False,C,NWST,False,0,SC,,74,41,1,42,11,55,1,62,64,32,58,1,1,67
724,94,Charles,Martin,Northwestern,25,4,76,280,9,55,0,0,3,,,DT,None,False,DT,NWST,True,1982,PA,,69,46,1,61,30,50,1,1,1,51,65,1,1,72
725,60,Frank,Giannetti,Northwestern,20,2,74,267,9,55,0,0,4,,,DT,None,False,DT,NWST,True,1983,PA,,64,57,1,56,28,41,1,1,1,57,59,1,1,71
726,69,John,McCargo,Northwestern,20,2,74,295,9,55,0,0,3,Sprained Wrist,Out (1-2 weeks),DT,None,False,DT,NWST,False,0,TX,,61,57,1,51,28,45,1,1,1,49,51,1,1,65
727,62,Marcus,Green,Northwestern,20,2,73,307,26,65,26,1985,4,,,DT,None,True,DT,FL,False,0,VA,,65,50,1,45,29,45,1,1,1,46,66,1,1,66
728,90,DT,FILLER,Northwestern,25,2,77,316,9,55,0,0,3,,,DT,None,False,DT,NWST,True,1983,CA,,35,30,1,45,24,44,1,1,1,42,66,1,1,48
729,92,DT,FILLER,Northwestern,25,1,74,303,7,60,7,1985,3,,,DT,None,True,DT,KCL,False,0,KS,,35,30,1,45,24,40,1,1,1,41,66,1,1,48
730,92,DT,FILLER,Northwestern,25,1,74,303,9,55,0,0,3,,,DT,None,False,DT,NWST,False,0,LA,,39,30,1,45,24,42,1,1,1,41,66,1,1,50
